#   update April 2020: added the AMXP IGR J17591-2342 and IGR J17379-3747
#	update November 2017: added spin and Porb info; 0 = no Porb known. Note that some Porb are tentative (see comment after src name)
#	update November 2017: Added new AMXP IGR J16597-3704 (Sanna+2017). Corrected that XTE J1739-285 was wrongfully listed among the AMXPs. 
#	update October 2017: updated points of IGR J18245-2452 (M28I) according to more accurate results (Ferrigno+2014) and PSR J1023+0038 following new results (Bogdanov+2017). Moved IGR J17062-6143 to AMXPs (Strohmayer&Keek 2017)
#	updated August 2017: added 10 new points from Jakob (some superseded previous non-detections so those were deleted)
#	originally created April 2017
#
#	1=detection. 0=non-detection
#	source types: 1=Z-source. 2=atoll hard or unknown. 3=atoll soft. 4=AMXP. 5=slow pulsar					
#	Log_Lx		Log_Lr		det	type	src_nr	Ps_Hz	Porb_hr	  #	src_name
# Z-sources
	35.31226583	28.99864671	1	4	37	401	2.01	#	SAX J1808.4-3658
	36.42620918	28.7390094	1	4	37	401	2.01	#	
	35.98977502	28.27164798	0	4	37	401	2.01	#	
	36.07995165	28.57267798	0	4	37	401	2.01	#	
	35.91432582	28.7390094	1	4	37	401	2.01	#	
	37.13110417	28.94774958	0	4	37	401	2.01	#	
	36.08886325	28.66719706	1	4	37	401	2.01	#	
	36.0554395	28.88513743	1	4	37	401	2.01	#	
	36.0554395	28.45079408	1	4	37	401	2.01	#	
	35.95571851	28.60861757	1	4	37	401	2.01	#	
	35.78938709	28.7955474	1	4	37	401	2.01	#	
	34.34222906	27.96547835	1	4	37	401	2.01	#	
	34.37025778	28.40668704	1	4	37	401	2.01	#	
	35.13926565	27.8651078	1	4	37	401	2.01	#	
	35.81757405	29.24972816	1	4	38	599	2.46	#	IGR J00291+5934
	35.49293162	28.12915423	1	4	38	599	2.46	#	
	35.284806	27.96166314	1	4	38	599	2.46	#	
	35.39397205	27.9353342	0	4	38	599	2.46	#	
	35.57437776	27.94487952	1	4	38	599	2.46	#	
	34.09503505	27.45821295	1	4	38	599	2.46	#	
	32.83842419	27.36130294	0	4	38	599	2.46	#	
	36.44298022	28.65393968	1	4	39	185	0.73	#	XTE J0929-314
	36.07800171	28.71888049	1	4	39	185	0.73	#	
	33.97231777	27.47062832	1	4	40	593	6.91	#	XSS J12270-4859 = tMSRP
	32.70	27.28	1	4	41	592	4.8	#	PSR J1023+0038 = tMSRP. low X-ray state
	33.48	26.80	1	4	41	592	4.8	#			high X-ray state
#	33.30	27.10	1	4	41	592	4.8	#			average
	35.29	29.38803086	1	4	42	254	11.0	#	IGR J18245-2452 (M28I) = tMSRP
	36.49227963	28.91140894	0	4	43	340	0.74	#	Swift J0911.9-6452 (in NGC 2808)
	35.92309975	28.40536064	0	4	45	245	3.5	#	IGR J17511-3057
	36.56187986	28.09812257	0	4	45	245	3.5	#	
	36.37894918	28.20285792	0	4	45	245	3.5	#	
	36.20285792	28.07791918	0	4	45	245	3.5	#	
